,Gradient Boosting Trees DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,Gradient Boosting Trees T Learner,Gradient Boosting Trees S Learner,Gradient Boosting Trees X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,3.392771724915301,3.4656190030876624,3.4233027183896385,3.409003386771057,3.4006383523106862,3.408741242905137,3.595635692623611,3.352656970284709,3.6468880467341416,3.47622976335608,3.4935858127044113,3.4565421767821167,3.4084259957084724
1,3.2353184079852526,3.3479077702155675,3.349384011148095,3.343636748053593,3.3399158361628243,3.3427640383372945,3.507939081103791,3.2634508695456654,3.5615585998011556,3.44233540097703,3.4229299416128374,3.4794886766192796,3.349628404338082
2,3.419513619095185,3.4590080180514993,3.401582639273208,3.4582479727356326,3.4518065667867,3.4587500776758437,3.5809922456187215,3.253176850016852,3.5855410029606753,3.4925946897151436,3.4754380921197523,3.38421016992558,3.459120128485821
3,3.1839917846547916,3.2830046591844653,3.290343718309876,3.2927082656479123,3.288078774750162,3.292468539968889,3.413423840496318,3.1250435323899857,3.3969348050873616,3.3547568570851243,3.296137849815837,3.3455521539888786,3.2954515415409054
4,3.38553048264774,3.3943668036310317,3.4885693861535767,3.448994347007542,3.4464033109135954,3.4491910694393564,3.454988003534164,3.200801554807318,3.4299629382279724,3.4477620189167926,3.453100418359729,3.450005029439955,3.4548961880773583
5,2.9923360939229964,2.9985049856084527,2.991273647662826,2.9967932285830576,2.990875303248132,2.996900254390901,3.239426977478926,2.8847279649141653,3.341754505803282,3.0979781368499326,3.0761083303662864,2.977412480819861,2.9968668069207416
6,3.484452570365959,3.59254522125162,3.5543615661822043,3.564954035704436,3.555862029592774,3.5646066783704327,3.695328012716491,3.389759568464876,3.7329890060708077,3.681756448051141,3.5830582876297443,3.69017030383533,3.5707930356485496
7,3.51181400516607,3.528972236546835,3.5518965782199174,3.527415112410423,3.521497152551426,3.5274417720089914,3.6799137696405633,3.4179960210749543,3.7353955537228036,3.551831328347639,3.560170283926157,3.455414032829614,3.528053840470243
8,3.0099334252303422,3.185629141823164,3.2057266145465517,3.195826702232342,3.1899416957279807,3.1958283614692373,3.1406854927693377,2.8614837296129316,3.1113840054043638,3.142117699399472,3.1247852016608038,3.033649515712313,3.196101630672495
9,3.196444000985247,3.454479189781426,3.3902465225499125,3.399110587315499,3.3905278862070647,3.398723917458481,3.4626713311332096,3.088971654930312,3.469846162076668,3.4719285748249136,3.458519076202313,3.441950361933721,3.4031142254183595
