,Gradient Boosting Trees DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,Gradient Boosting Trees T Learner,Gradient Boosting Trees S Learner,Gradient Boosting Trees X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,-21.44351624411383,14.600286977014381,11.848133141589617,12.207518758720092,10.869234512744722,11.957589188329472,15.670219895894679,9.568344971938334,17.11840124092726,12.63168269895898,11.261105765742904,26.856575543676747,14.056527672770521
1,-1440.2715433975454,6.503984996489537,5.986822289977981,7.116857672887411,4.441530631333894,7.274803932643694,11.607069209730227,5.1511811483631895,11.497799409607776,6.391398820559594,8.237658510188892,23.98052365026856,9.25687545017767
2,943.8842143855248,16.09025073213869,13.712502537465745,20.056981628993494,13.803437805630825,18.404149585482152,22.60891232458407,12.656581962600299,15.511524039821403,19.520911718672696,15.29472619745286,27.347565246193824,24.92045794155139
3,106.30382339740167,17.97147063144382,16.778339792654958,17.273260049651928,13.624888267731095,17.118761236731807,25.99298389781257,16.76862328155904,24.208118871381647,16.88254097263677,15.659877099215333,29.333217541826556,17.544775654321445
4,-103.19857074043972,17.999191538448954,12.235876078813927,15.699158299027157,9.566609754117259,14.133095477531086,19.480696858474992,13.335919164543363,20.262426437726656,14.708784374006829,14.114931044809396,30.07326558575243,17.418221426884553
5,-1749.0416567412053,13.791675385469457,9.484671408219949,13.972447228279933,8.284008150084395,12.537616491154274,16.35700809296125,7.318058289375982,12.122528277954505,11.824904003429733,8.953359553033902,24.798223140930702,18.64026606390255
6,159.98271483646914,14.330996954522117,16.871135808173786,13.589975672402748,14.559277568904204,13.029926655408449,20.09691522706845,15.80116547817391,18.246052639313532,15.558327588480765,15.929188632253549,12.40677577250965,9.62186671943488
7,855.7281446381012,16.018376059477763,15.050667404409012,17.189454734343723,10.973680355397633,17.61314395941195,20.309024871550584,14.083560191899533,19.418108567534876,16.014369574022645,14.551314224097887,29.671249456720176,18.05177250715831
8,61.95673983863922,12.016406232132013,16.75649908051461,16.49925185513097,15.496699762885576,16.656631977815774,15.13961503938425,15.184542207543434,19.018133754590217,15.833906862747845,16.25541144166628,26.361313559284284,16.75433666088967
9,-251.8122910664684,19.024440966170413,17.202583838650074,17.142301708388963,13.808252475621504,16.982627390137385,22.29199136013135,15.854301852459468,20.891237698724783,17.096835188926338,16.951044801370777,24.0331397006226,16.570857464039232
