,Gradient Boosting Trees DML,Linear DML,Doubly Robust (Linear),Linear T Learner,Linear S Learner,Linear X Learner,Gradient Boosting Trees T Learner,Gradient Boosting Trees S Learner,Gradient Boosting Trees X Learner,Causal BART,Causal Forest,Propensity Score Matching,TMLE
0,-14.202265700834067,21.841537520294143,19.08938368486938,19.448769301999853,18.110485056024483,19.198839731609233,22.91147043917444,16.809595515218096,24.35965178420702,19.87293324223874,18.502356309022666,34.09782608695651,21.297778216050283
1,-1433.0302928542658,13.745235539769299,13.228072833257743,14.358108216167173,11.682781174613655,14.516054475923456,18.84831975300999,12.392431691642951,18.739049952887537,13.632649363839356,15.478909053468653,31.22177419354832,16.498125993457432
2,951.1254649288046,23.33150127541845,20.953753080745507,27.298232172273256,21.044688348910586,25.645400128761914,29.850162867863833,19.89783250588006,22.752774583101164,26.762162261952458,22.53597674073262,34.588815789473585,32.16170848483115
3,113.54507394068143,25.212721174723583,24.01959033593472,24.51451059293169,20.866138811010856,24.36001178001157,33.23423444109233,24.009873824838802,31.44936941466141,24.123791515916533,22.901127642495094,36.57446808510632,24.786026197601206
4,-95.95732019715996,25.240442081728716,19.47712662209369,22.94040884230692,16.80786029739702,21.374346020810847,26.721947401754754,20.577169707823124,27.503676981006418,21.95003491728659,21.356181588089157,37.31451612903219,24.659471970164315
5,-1741.8004061979257,21.03292592874922,16.72592195149971,21.213697771559694,15.525258693364156,19.778867034434036,23.598258636241013,14.559308832655743,19.363778821234266,19.066154546709495,16.194610096313664,32.03947368421046,25.881516607182313
6,167.2239653797489,21.57224749780188,24.112386351453548,20.83122621568251,21.800528112183965,20.27117719868821,27.338165770348212,23.042416021453672,25.487303182593294,22.799578131760526,23.17043917553331,19.648026315789412,16.863117262714642
7,862.969395181381,23.259626602757525,22.291917947688773,24.430705277623485,18.214930898677395,24.85439450269171,27.550275414830345,21.324810735179295,26.659359110814638,23.255620117302406,21.792564767377648,36.91249999999994,25.293023050438073
8,69.19799038191898,19.257656775411775,23.997749623794373,23.740502398410733,22.737950306165338,23.897882521095536,22.38086558266401,22.425792750823195,26.25938429786998,23.075157406027607,23.49666198494604,33.602564102564045,23.995587204169432
9,-244.57104052318863,26.265691509450175,24.443834381929836,24.383552251668725,21.049503018901266,24.223877933417146,29.533241903411113,23.09555239573923,28.132488242004545,24.3380857322061,24.19229534465054,31.27439024390236,23.812108007318994
